sensor_index,last_modified,date_created,last_seen,location_type,rssi,uptime,latency,altitude,NAME,geometry,
8716,1521565617,1521052925,1708525170,0,-36,1004.37,342,7157,"Albuquerque, NM",c(-106.67492, 35.815964)
8852,1701737922,1521761668,1708525166,1,-55,1029.1,249,551,"Visalia, CA",c(-119.04136, 35.891407)
8854,1606258310,1521761686,1708525185,1,-60,17.83,239,296,"Fresno, CA",c(-119.7988, 36.762745)
8862,1610586651,1521761756,1708525207,0,-67,274.98,221,333,"Los Angeles-Long Beach-Anaheim, CA",c(-118.4802, 34.051643)
8866,1692726522,1521761806,1708525201,0,-70,295.15,337,326,"Bakersfield-Delano, CA",c(-119.23843, 35.77369)
8870,1692132829,1521761836,1707951216,0,-62,909.87,455,266,"Fresno, CA",c(-120.0417, 36.952225)
8892,1605121351,1521770441,1708525202,0,-65,17.83,247,296,"Fresno, CA",c(-119.798676, 36.76274)
8898,1605125748,1521770481,1708525141,0,-83,327.98,538,147,"Los Angeles-Long Beach-Anaheim, CA",c(-118.2406, 33.971027)
8914,1601321062,1521831582,1708525140,0,-78,596.88,493,473,"Los Angeles-Long Beach-Anaheim, CA",c(-118.34616, 34.104736)
8938,1662925635,1521831798,1707937825,0,-47,2,278,8652,"Ogden, UT",c(-111.74325, 41.361835)
8956,1605126576,1521836496,1708525127,0,-73,653.33,196,50,"Los Angeles-Long Beach-Anaheim, CA",c(-118.12528, 33.77166)
8968,1598554812,1521836567,1708525123,0,-68,10.2,313,5075,"Ogden, UT",c(-111.83722, 41.320457)
8988,1635475026,1521841219,1708525129,0,-50,323.22,240,32,"San Francisco-Oakland-Fremont, CA",c(-122.0301, 38.02858)
8996,1632246086,1521841258,1708525131,0,-56,478.37,200,111,"Los Angeles-Long Beach-Anaheim, CA",c(-118.38025, 33.837345)
9048,1616970096,1521860029,1708525165,0,-68,564.4,432,5102,"Ogden, UT",c(-111.798325, 41.159084)
9066,1575089045,1521860154,1708525125,0,-72,10.13,311,5575,"Ogden, UT",c(-111.862366, 41.30161)
9076,1605200954,1521864065,1708525135,0,-83,293.3,459,324,"Los Angeles-Long Beach-Anaheim, CA",c(-118.191345, 34.036003)
9108,1605201462,1521910290,1708525108,0,-75,75.27,429,145,"Los Angeles-Long Beach-Anaheim, CA",c(-118.196884, 33.975418)
9116,1606756182,1521910404,1708525131,0,-62,566.08,261,41,"Salinas, CA",c(-121.66286, 36.77316)
9124,1605201950,1521910477,1708525114,0,-58,306.1,226,54,"Los Angeles-Long Beach-Anaheim, CA",c(-118.15143, 33.86719)
9146,1610751181,1521916164,1708525192,0,-68,171.78,308,166,"Sacramento-Roseville-Folsom, CA",c(-121.29781, 38.64558)
9156,1611015108,1521916251,1708525121,0,-71,475.68,489,778,"Los Angeles-Long Beach-Anaheim, CA",c(-118.21818, 34.151745)
9158,1643867894,1521916257,1708525112,0,-46,1120.68,290,109,"Riverside-San Bernardino-Ontario, CA",c(-116.29173, 33.724167)
9162,1605989776,1521916292,1708525194,0,-46,911.45,357,277,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.58136, 36.98806)
9164,1614010180,1521916292,1708525213,0,-59,788.92,539,918,"Los Angeles-Long Beach-Anaheim, CA",c(-118.65899, 34.196377)
9168,1609360890,1521917409,1708525208,0,-73,401.98,242,352,"Los Angeles-Long Beach-Anaheim, CA",c(-118.28198, 34.09818)
9172,1667347279,1521922166,1708525123,0,-79,327.17,478,1252,"Riverside-San Bernardino-Ontario, CA",c(-117.45601, 33.766624)
9180,1534891258,1521922225,1708525139,0,-74,1183.35,443,1282,"Riverside-San Bernardino-Ontario, CA",c(-117.49799, 33.761765)
9190,1606152920,1521922458,1708525126,0,-60,370.52,311,726,"Salinas, CA",c(-121.79822, 36.537224)
9196,1532820754,1521922731,1708525171,0,-58,590.58,573,1445,"Riverside-San Bernardino-Ontario, CA",c(-117.527626, 33.799114)
9206,1532672492,1521928550,1708525195,0,-62,528.03,304,1367,"Riverside-San Bernardino-Ontario, CA",c(-117.46061, 33.747086)
9208,1532663636,1521928572,1708525155,0,-63,376.45,236,1228,"Riverside-San Bernardino-Ontario, CA",c(-117.468864, 33.75318)
9212,1568922160,1521928607,1708525169,0,-29,1043.4,667,2012,"San Luis Obispo-Paso Robles, CA",c(-120.040146, 35.35462)
9214,1524625626,1521928633,1708525153,0,-58,315.65,347,792,"San Luis Obispo-Paso Robles, CA",c(-120.6745, 35.6209)
9220,1600214061,1521928666,1708525122,0,-75,395.93,251,841,"San Luis Obispo-Paso Robles, CA",c(-120.599945, 35.675873)
9226,1524678785,1521928702,1708525202,0,-78,294.42,389,818,"Riverside-San Bernardino-Ontario, CA",c(-117.416336, 33.99939)
9244,1580163986,1521934176,1708525117,0,-64,524.58,200,564,"Riverside-San Bernardino-Ontario, CA",c(-117.6786, 33.96143)
9256,1539289790,1521934301,1708525140,0,-59,143.85,316,184,"San Luis Obispo-Paso Robles, CA",c(-120.66213, 35.27047)
9274,1610474913,1521938320,1708525197,0,-74,96.37,624,1116,"Los Angeles-Long Beach-Anaheim, CA",c(-118.47423, 34.133804)
9282,1607102660,1521938416,1708525205,0,-58,173.28,284,351,"Sacramento-Roseville-Folsom, CA",c(-121.15751, 38.679604)
9294,1604439208,1521942615,1708525210,0,-55,16.67,260,1120,"Napa, CA",c(-122.20406, 38.39922)
9336,1532913127,1522002760,1708525163,0,-64,327.57,228,1220,"Riverside-San Bernardino-Ontario, CA",c(-117.4976, 33.76369)
9348,1599843992,1522002823,1708525170,0,-70,622.9,616,1184,"Riverside-San Bernardino-Ontario, CA",c(-117.49094, 34.09805)
9352,1533231464,1522002854,1708525184,0,-68,184.9,234,1344,"Riverside-San Bernardino-Ontario, CA",c(-117.446526, 33.73678)
9356,1668437904,1522002883,1708525120,0,-74,49.47,255,1163,"Riverside-San Bernardino-Ontario, CA",c(-117.45995, 33.763885)
9358,1524678919,1522002903,1708525203,0,-78,294.42,359,816,"Riverside-San Bernardino-Ontario, CA",c(-117.41638, 33.999317)
9364,1532746794,1522008634,1708525139,0,-74,241.6,283,1189,"Riverside-San Bernardino-Ontario, CA",c(-117.50397, 33.77723)
9376,1532728965,1522008695,1708525210,0,-52,327.58,260,1109,"Riverside-San Bernardino-Ontario, CA",c(-117.50535, 33.784843)
9390,1532664878,1522008816,1708525200,0,-80,125.25,191,1581,"Riverside-San Bernardino-Ontario, CA",c(-117.42265, 33.719944)
9392,1533339057,1522008949,1708525103,0,-64,570.88,230,1103,"Riverside-San Bernardino-Ontario, CA",c(-117.481445, 33.76107)
9398,1532722482,1522013699,1708525120,0,-72,243.98,230,1360,"Riverside-San Bernardino-Ontario, CA",c(-117.46041, 33.746395)
9408,1533247875,1522013753,1708525151,0,-62,327.08,195,1400,"Riverside-San Bernardino-Ontario, CA",c(-117.44975, 33.73609)
9440,1561676245,1522019736,1708525200,1,-56,631.4,311,211,"San Luis Obispo-Paso Robles, CA",c(-120.64413, 35.259506)
9504,1693434748,1522177439,1708525159,0,-55,242.8,975,842,"Dallas-Fort Worth-Arlington, TX",c(-97.008156, 32.4197)
9556,1524008760,1522699332,1708525142,0,-60,135.58,237,1181,"Phoenix-Mesa-Chandler, AZ",c(-112.01579, 33.063587)
9566,1603408253,1522699456,1708525187,0,-81,160.83,299,4622,"Salt Lake City-Murray, UT",c(-111.80854, 40.633564)
9594,1540496464,1522709590,1708525180,0,-87,993.08,484,117,"Oxnard-Thousand Oaks-Ventura, CA",c(-119.14318, 34.25239)
9654,1575004485,1523314284,1708525127,1,-65,144.92,268,4942,"Salt Lake City-Murray, UT",c(-111.79148, 40.6909)
9678,1549176471,1523384189,1708525159,1,-64,375.02,304,269,"Los Angeles-Long Beach-Anaheim, CA",c(-118.372284, 33.81009)
9686,1523822023,1523384390,1708525120,1,-56,934.82,406,171,"San Francisco-Oakland-Fremont, CA",c(-122.12981, 37.714764)
9720,1631416891,1523396180,1708525218,1,-71,721.68,244,244,"Seattle-Tacoma-Bellevue, WA",c(-122.204445, 47.68551)
9732,1534966971,1523399006,1708525108,0,-46,1153.72,602,142,"Seattle-Tacoma-Bellevue, WA",c(-122.54423, 47.253452)
9750,1523674012,1523471528,1708525150,0,-73,153.22,224,2773,"Santa Cruz-Watsonville, CA",c(-122.06513, 37.208908)
9912,1625522330,1523561359,1708525206,0,-71,661.75,347,1144,"San Antonio-New Braunfels, TX",c(-98.14714, 29.878283)
9976,1538959352,1523575982,1708525149,0,-68,530.22,297,1326,"Phoenix-Mesa-Chandler, AZ",c(-111.70006, 33.37551)
10092,1560196751,1525371518,1708525205,0,-53,3.87,265,641,"San Francisco-Oakland-Fremont, CA",c(-121.97286, 37.857567)
10104,1534479419,1525371592,1708525194,0,-53,156.35,296,3427,"Medford, OR",c(-122.721985, 42.278694)
10204,1526251897,1525385570,1708525176,0,-62,327.37,240,1475,"Riverside-San Bernardino-Ontario, CA",c(-117.41661, 33.72064)
10234,1525996704,1525390312,1708525132,0,-64,800.38,266,4687,"Grand Junction, CO",c(-108.56028, 39.10044)
10266,1689571559,1525469123,1708525162,1,-78,1178.87,211,190,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.87145, 45.504276)
10268,1691454720,1525469133,1708525126,1,-66,362.88,314,460,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.71564, 45.467083)
10282,1695582434,1525469174,1708525116,1,-47,362.88,244,454,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.71552, 45.467255)
10544,1646773887,1525987532,1708525149,0,-84,208.53,674,33,"Los Angeles-Long Beach-Anaheim, CA",c(-118.26753, 33.782234)
10554,1535065700,1526145596,1708525176,0,-74,82.65,490,442,"Eugene-Springfield, OR",c(-123.03928, 44.069813)
10566,1598895370,1526145708,1708525216,1,-48,831.5,482,1138,"Eugene-Springfield, OR",c(-122.47515, 43.744316)
10592,1692396528,1526151059,1708525120,0,-83,17.47,424,542,"Eugene-Springfield, OR",c(-123.029236, 43.923737)
10596,1535066500,1526151102,1708525213,0,-63,13.12,1177,620,"Eugene-Springfield, OR",c(-122.761444, 44.078846)
10606,1688662097,1526151200,1708525141,0,-62,75.33,399,461,"Eugene-Springfield, OR",c(-123.0178, 44.046738)
10610,1542759514,1526151253,1708525164,0,-67,682.17,458,602,"Eugene-Springfield, OR",c(-123.03464, 43.834713)
10614,1649953330,1526155885,1708525204,0,-90,194.57,312,552,"Eugene-Springfield, OR",c(-123.08536, 44.006504)
10640,1534807938,1526156366,1708525167,0,-84,482.08,334,1382,"Eugene-Springfield, OR",c(-122.16096, 44.17014)
10642,1688662101,1526156916,1708525199,0,-72,191.83,204,422,"Eugene-Springfield, OR",c(-123.10415, 44.055725)
10648,1662925654,1526160988,1708525205,0,-81,189.12,229,511,"Eugene-Springfield, OR",c(-123.17472, 43.99404)
10671,1544652897,1526161174,1708525126,0,-75,522.4,203,406,"Eugene-Springfield, OR",c(-123.35885, 44.073837)
10724,1590596428,1526331487,1708525175,0,-78,881.63,282,4845,"Grand Junction, CO",c(-108.4294, 39.047657)
10794,1563550334,1526409407,1708525182,0,-66,94.8,209,4253,"Salt Lake City-Murray, UT",c(-111.93009, 40.693317)
10808,1575001926,1526411513,1708525200,0,-52,783.63,10275,4418,"Salt Lake City-Murray, UT",c(-111.899185, 40.507317)
10872,1689885525,1526501591,1708525142,0,-95,3.53,3219,26,"Los Angeles-Long Beach-Anaheim, CA",c(-118.21148, 33.819134)
10874,1631663477,1526501797,1708525182,0,-61,197.68,260,1179,"Los Angeles-Long Beach-Anaheim, CA",c(-118.56879, 34.154896)
10890,1660010483,1526502233,1708525132,0,-74,980.1,226,5330,"Los Angeles-Long Beach-Anaheim, CA",c(-118.05719, 34.221073)
10906,1617641839,1526504940,1708525135,0,-60,460.98,289,3033,"Boise City, ID",c(-116.143, 43.5412)
10936,1575004688,1526589112,1708525129,1,-77,173.08,627,4926,"Salt Lake City-Murray, UT",c(-111.79892, 40.68421)
11006,1527635176,1526754684,1708525197,0,-78,67.8,238,87,"Los Angeles-Long Beach-Anaheim, CA",c(-118.3839, 33.974392)
11024,1681757982,1527009009,1708525123,0,-49,65.33,233,36,"Los Angeles-Long Beach-Anaheim, CA",c(-118.295074, 33.8437)
11032,1527631385,1527009032,1708525137,0,-67,0.68,252,417,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.37074, 36.83655)
11034,1665091194,1527009039,1708525126,0,-76,98.88,353,104,"Los Angeles-Long Beach-Anaheim, CA",c(-118.33137, 33.83798)
11036,1681757022,1527009045,1708525156,0,-55,498.82,267,34,"Los Angeles-Long Beach-Anaheim, CA",c(-118.29277, 33.84206)
11116,1601934777,1527023509,1708525116,0,-66,621.43,498,923,"Visalia, CA",c(-118.89061, 36.454044)
11118,1602178149,1527023510,1708525214,0,-58,1073.73,320,913,"Visalia, CA",c(-118.909546, 36.453445)
11120,1601517058,1527023514,1708525136,0,-58,1133.07,503,429,"Mount Vernon-Anacortes, WA",c(-122.2977, 48.376633)
11406,1547590451,1527878461,1708525158,0,-87,34,326,20,"Sacramento-Roseville-Folsom, CA",c(-121.51833, 38.59525)
11414,1550009190,1527878499,1708525107,0,-66,202.27,211,126,"Sacramento-Roseville-Folsom, CA",c(-121.94542, 38.53396)
11424,1530054198,1527878538,1708525135,0,-78,308.37,210,37,"Sacramento-Roseville-Folsom, CA",c(-121.73263, 38.660984)
11426,1547587555,1527878773,1708525158,0,-60,905.65,204,62,"Sacramento-Roseville-Folsom, CA",c(-121.762314, 38.680492)
11492,1650312171,1527893357,1708525183,0,-59,997.68,214,217,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.74916, 45.31303)
11688,1529436994,1528484895,1708525197,0,-64,45.77,319,4658,"Grand Junction, CO",c(-108.55373, 39.090233)
11694,1537369249,1528484924,1708525103,0,-91,210.17,519,5716,"Grand Junction, CO",c(-108.258896, 38.9564)
11702,1536275989,1528484965,1708525161,0,-75,555.92,276,4710,"Grand Junction, CO",c(-108.45324, 39.09115)
11726,1635869264,1528488345,1708525151,0,-61,549.38,437,122,"San Francisco-Oakland-Fremont, CA",c(-122.26612, 37.84631)
11792,1661901498,1528825470,1708525215,0,-64,786.68,253,4732,"Grand Junction, CO",c(-108.55637, 39.113827)
11856,1541094505,1528841253,1708525172,0,-70,189.37,231,356,"San Luis Obispo-Paso Robles, CA",c(-120.659546, 35.300823)
11904,1537209021,1528920198,1708525207,0,-68,33.25,593,1383,"Redding, CA",c(-122.63577, 40.70865)
11922,1534454351,1528929007,1708525113,1,-71,0.47,1104,537,"Redding, CA",c(-122.35191, 40.55838)
11924,1561568979,1528929038,1708525174,0,-60,19.13,232,2261,"Redding, CA",c(-121.91061, 40.628807)
11962,1589480018,1529000835,1708525191,0,-78,84.78,359,640,"Salinas, CA",c(-120.74353, 35.79159)
11988,1530121289,1529000970,1708525212,0,-66,678.5,412,183,"Vallejo, CA",c(-122.141785, 38.05897)
11990,1529861309,1529001026,1708525103,0,-71,89.02,574,209,"Vallejo, CA",c(-122.157555, 38.058086)
12014,1542712401,1529005785,1708525141,0,-57,113.55,249,394,"Seattle-Tacoma-Bellevue, WA",c(-122.04841, 47.585556)
12032,1585510695,1529086258,1708525129,1,-57,358.48,306,286,"Los Angeles-Long Beach-Anaheim, CA",c(-117.7024, 33.486786)
12064,1529795859,1529092915,1708525110,0,-77,1127.55,305,1056,"Riverside-San Bernardino-Ontario, CA",c(-117.54079, 33.83429)
12094,1542657031,1529787429,1708499296,0,-72,0.1,null,3145,"Los Angeles-Long Beach-Anaheim, CA",c(-118.29103, 34.61516)
12108,1674601311,1529787550,1708525202,1,-69,111.85,189,3,"El Centro, CA",c(-115.51744, 32.68045)
12132,1614358768,1529791845,1708525201,0,-65,257.63,202,2633,"Los Angeles-Long Beach-Anaheim, CA",c(-118.19558, 34.61725)
12136,1542652215,1529791878,1708525154,0,-66,257.63,228,2459,"Los Angeles-Long Beach-Anaheim, CA",c(-118.23021, 34.65164)
12138,1638240919,1529791888,1708525164,1,-62,451.3,272,21,"El Centro, CA",c(-115.47143, 32.69179)
12146,1545333500,1529791964,1708525172,0,-53,806.55,225,2699,"Los Angeles-Long Beach-Anaheim, CA",c(-117.93881, 34.57431)
12272,1570929267,1530209791,1708525204,0,-74,173.6,424,440,"Los Angeles-Long Beach-Anaheim, CA",c(-118.189514, 34.082874)
12288,1554834663,1530216023,1708525211,0,-77,136.23,455,622,"Oxnard-Thousand Oaks-Ventura, CA",c(-118.80991, 34.40426)
12300,1655228584,1530216190,1708454128,0,-82,1.45,376,1099,"San Luis Obispo-Paso Robles, CA",c(-120.5211, 35.526505)
12324,1575001827,1530223331,1708525142,0,-63,93.67,317,4971,"Provo-Orem-Lehi, UT",c(-111.88973, 40.44954)
12545,1598905280,1530737184,1708525163,0,-67,7.27,277,6375,"Sacramento-Roseville-Folsom, CA",c(-120.13282, 39.06234)
12669,1576025657,1530998680,1708525177,0,-74,110.73,199,195,"Los Angeles-Long Beach-Anaheim, CA",c(-118.34845, 33.7959)
12681,1541710961,1530998825,1708525185,0,-54,0.33,248,1123,"San Luis Obispo-Paso Robles, CA",c(-120.52318, 35.518394)
12711,1532569472,1531175786,1708525108,1,-68,842.87,260,339,"San Diego-Chula Vista-Carlsbad, CA",c(-117.19818, 32.858967)
12719,1593045197,1531179483,1708525156,0,-85,403.8,295,52,"San Luis Obispo-Paso Robles, CA",c(-121.09628, 35.565147)
12743,1541704937,1531179743,1708525167,0,-80,304.62,479,1018,"Oxnard-Thousand Oaks-Ventura, CA",c(-118.68369, 34.27632)
12811,1548739098,1531329068,1708525214,0,-54,872.8,380,41,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.06243, 37.40637)
12821,1533756127,1531329161,1708525204,0,-79,105.08,199,526,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.7945, 45.538933)
12825,1532891628,1531329190,1708525129,0,-56,987.55,332,3494,"Visalia, CA",c(-118.77715, 36.28073)
12827,1531840879,1531329209,1708525216,0,-63,193.1,274,1056,"Seattle-Tacoma-Bellevue, WA",c(-122.05628, 47.51719)
12865,1531527370,1531334552,1708525205,0,-39,567.92,223,1698,"Riverside-San Bernardino-Ontario, CA",c(-117.65941, 34.136147)
12907,1665679640,1531345413,1708525133,0,-51,477.77,304,426,"Eugene-Springfield, OR",c(-123.07439, 44.053883)
12917,1534891239,1531348974,1708525149,0,-58,1123.33,674,212,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.5875, 45.643337)
12969,1532134007,1531422346,1708525126,0,-66,476.73,262,612,"Dallas-Fort Worth-Arlington, TX",c(-96.85915, 32.991665)
12971,1586207240,1531427660,1708525164,0,-81,41.33,292,496,"San Diego-Chula Vista-Carlsbad, CA",c(-117.2061, 33.073772)
12975,1533258051,1531427674,1708525121,0,-57,367.65,331,280,"Sacramento-Roseville-Folsom, CA",c(-121.23686, 38.80277)
12989,1604005143,1531427772,1708525106,0,-61,794.62,329,4603,"Salt Lake City-Murray, UT",c(-111.84933, 40.507996)
13015,1532797029,1531432640,1708525180,0,-58,377.13,357,56,"Sacramento-Roseville-Folsom, CA",c(-121.34694, 38.584885)
13021,1532557478,1531432684,1708525138,0,-69,339.8,234,331,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.05785, 37.32555)
13023,1691271973,1531432698,1708525166,0,-67,837.17,583,1792,"Medford, OR",c(-122.9746, 42.3063)
13039,1540821623,1531436363,1708475516,0,-79,0.13,null,1084,"Redding, CA",c(-122.32341, 40.754944)
13075,1575003032,1531504658,1708525188,0,-53,733.38,311,4987,"Salt Lake City-Murray, UT",c(-112.04045, 40.629227)
13143,1546647699,1531515330,1708525186,0,-66,189.62,241,606,"San Francisco-Oakland-Fremont, CA",c(-122.630646, 38.006317)
13165,1552177481,1531608163,1708525168,0,-80,794,811,6841,"Reno, NV",c(-119.94444, 39.265778)
13167,1535067936,1531608174,1708525172,0,-66,726.58,361,4954,"Provo-Orem-Lehi, UT",c(-111.74128, 40.3959)
13173,1536390753,1531608282,1708525210,0,-78,915.57,481,567,"San Francisco-Oakland-Fremont, CA",c(-121.89888, 37.762238)
13175,1541111146,1531608284,1708525127,0,-70,187.6,249,2774,"Los Angeles-Long Beach-Anaheim, CA",c(-117.94089, 34.5494)
13183,1535140288,1531608359,1708525102,0,-81,8.83,753,6396,"Sacramento-Roseville-Folsom, CA",c(-120.117645, 39.008034)
13185,1597871485,1531608377,1708525142,0,-62,1064.87,321,6356,"Sacramento-Roseville-Folsom, CA",c(-120.01757, 38.914734)
13189,1535135900,1531608423,1708525172,0,-64,331.65,350,3630,"Redding, CA",c(-121.84215, 40.500526)
13201,1535232061,1531675013,1708525156,0,-57,3.83,512,415,"San Francisco-Oakland-Fremont, CA",c(-122.10053, 37.883785)
13209,1535309092,1531675062,1708525193,0,-73,171.12,287,4941,"Albuquerque, NM",c(-106.68372, 35.057327)
13215,1626582915,1531675858,1708525187,0,-73,7.53,6968,4947,"Albuquerque, NM",c(-106.68225, 35.07129)
13219,1575090381,1531675899,1708525167,0,-49,133.58,291,4780,"Logan, UT-ID",c(-111.84927, 41.57934)
13227,1662925684,1531680119,1708525113,0,-41,355.92,241,4259,"Salt Lake City-Murray, UT",c(-112.02363, 40.703102)
13235,1662925718,1531680215,1708525144,0,-47,355.92,281,4368,"Salt Lake City-Murray, UT",c(-111.97574, 40.67518)
13237,1543472213,1531680219,1708525210,0,-72,355.92,231,4442,"Ogden, UT",c(-111.95793, 41.074944)
13239,1575088434,1531680234,1708525121,0,-57,294.9,264,4332,"Ogden, UT",c(-112.005936, 41.068417)
13241,1540656404,1531680244,1708525157,0,-72,456.77,478,4659,"Provo-Orem-Lehi, UT",c(-111.805244, 40.39527)
13253,1575088384,1531680353,1708525198,0,-50,355.92,227,4548,"Ogden, UT",c(-111.96451, 41.088875)
13259,1539984503,1531684897,1708525155,0,-64,355.92,234,4754,"Provo-Orem-Lehi, UT",c(-111.70499, 40.308327)
13269,1659659746,1531684974,1708525175,0,-52,388.1,315,48,"Stockton-Lodi, CA",c(-121.28892, 38.168964)
13273,1575004497,1531685030,1708525135,0,-41,355.92,233,4256,"Salt Lake City-Murray, UT",c(-112.03398, 40.70729)
13279,1575004685,1531685054,1708525136,0,-61,355.92,284,4264,"Salt Lake City-Murray, UT",c(-111.957115, 40.68914)
13283,1575088414,1531685094,1708525192,0,-59,126.88,225,4843,"Ogden, UT",c(-111.90936, 41.07944)
13285,1556392526,1531685111,1708525209,0,-65,85.47,7160,228,"Seattle-Tacoma-Bellevue, WA",c(-122.36018, 47.672394)
13307,1575003111,1531689249,1708525119,0,-68,234.78,224,4355,"Salt Lake City-Murray, UT",c(-111.893715, 40.63026)
13311,1628617209,1531689261,1708525197,0,-57,355.92,230,4365,"Salt Lake City-Murray, UT",c(-111.90424, 40.606117)
13313,1575004450,1531689295,1708525140,0,-45,355.92,224,4242,"Salt Lake City-Murray, UT",c(-111.92974, 40.703976)
13325,1533164434,1531693342,1708525188,0,-72,187.42,329,1756,"Medford, OR",c(-122.88624, 42.2759)
13473,1621628737,1531937027,1708525137,0,-65,402.03,1618,392,"Bakersfield-Delano, CA",c(-119.06261, 35.35662)
13479,1671048842,1531937084,1708525185,0,-81,1157.17,232,27,"El Centro, CA",c(-115.98359, 33.27364)
13485,1618429513,1531937126,1708525136,0,-59,615.22,551,324,"Fresno, CA",c(-119.77299, 36.785336)
13517,1598063925,1531942762,1708525203,0,-54,642.35,249,965,"San Francisco-Oakland-Fremont, CA",c(-122.2266, 37.853737)
13831,1598032313,1532896538,1708525148,0,-57,1177,254,7255,"Denver-Aurora-Centennial, CO",c(-105.324745, 39.64145)
13907,1662925721,1533156019,1708525209,0,-51,586.52,214,108,"San Francisco-Oakland-Fremont, CA",c(-122.27175, 37.85105)
13967,1570161288,1533241719,1708525177,0,-56,249.07,242,494,"Los Angeles-Long Beach-Anaheim, CA",c(-118.32689, 34.10658)
13987,1605636854,1533250344,1708525192,0,-74,58.1,1204,71,"Sacramento-Roseville-Folsom, CA",c(-121.79665, 38.68429)
13989,1536348209,1533250348,1708525152,0,-24,136.52,260,564,"Redding, CA",c(-122.405785, 40.396896)
13997,1612385530,1533250376,1708525160,0,-58,454.03,235,645,"San Francisco-Oakland-Fremont, CA",c(-122.22653, 37.83431)
14029,1534888947,1533317952,1708525215,0,-65,58.3,210,23,"Sacramento-Roseville-Folsom, CA",c(-121.52648, 38.41608)
14033,1533685553,1533317978,1708525186,0,-56,103.98,240,443,"Seattle-Tacoma-Bellevue, WA",c(-121.77815, 47.49899)
14045,1630511306,1533318086,1708525212,0,-57,1001.37,281,137,"Sacramento-Roseville-Folsom, CA",c(-121.97376, 38.52267)
14047,1604951120,1533318091,1708525110,0,-75,957.1,222,196,"Sacramento-Roseville-Folsom, CA",c(-122.01637, 38.69196)
14057,1533604580,1533318182,1708525130,0,-70,822.35,1127,2709,"Boise City, ID",c(-116.48916, 43.73669)
14063,1609540261,1533318271,1708525185,0,-74,181.67,407,32,"Sacramento-Roseville-Folsom, CA",c(-121.438866, 38.572556)
14073,1598659857,1533318396,1708525190,0,-59,319.42,268,1608,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.021164, 37.186745)
14081,1652659224,1533318490,1708525195,0,-46,4.77,614,4840,"Albuquerque, NM",c(-106.70665, 34.77321)
14085,1536350553,1533318833,1708525218,0,-66,430.92,269,1093,"Redding, CA",c(-122.30325, 40.804226)
14103,1536351288,1533332936,1708525115,0,-79,17.03,288,4822,"Provo-Orem-Lehi, UT",c(-111.64686, 40.285286)
14109,1536808404,1533333045,1708525192,0,-61,377.18,202,1148,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.230064, 45.525257)
14113,1537736286,1533333109,1708525155,0,-79,387.38,318,4785,"Reno, NV",c(-119.794785, 39.432392)
14117,1536177927,1533333199,1708525216,0,-56,976.97,226,651,"Redding, CA",c(-122.32199, 40.59561)
14121,1575001960,1533333249,1708525131,0,-77,124.18,241,5171,"Salt Lake City-Murray, UT",c(-111.860695, 40.485954)
14127,1536190174,1533333339,1708525103,0,-65,173.75,220,886,"Redding, CA",c(-122.47262, 40.541878)
14141,1537047755,1533333484,1708525138,0,-83,51.27,276,421,"San Francisco-Oakland-Fremont, CA",c(-121.94019, 37.9554)
14157,1536361783,1533334773,1708525146,0,-69,438.55,252,335,"Seattle-Tacoma-Bellevue, WA",c(-121.965675, 47.633007)
14161,1536353250,1533408242,1708525153,0,-63,747.17,372,114,"Santa Rosa-Petaluma, CA",c(-122.86841, 38.610622)
14177,1536792688,1533408364,1708525161,0,-77,132.3,347,1088,"Redding, CA",c(-122.395805, 40.865314)
14189,1616980681,1533408459,1708525133,0,-49,44.6,188,4677,"Salt Lake City-Murray, UT",c(-111.864555, 40.496426)
14223,1596397130,1533408973,1708493874,0,-72,13.8,254,524,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.23316, 45.407207)
14269,1542585387,1533421282,1708525102,0,-65,20.77,240,685,"San Diego-Chula Vista-Carlsbad, CA",c(-117.04432, 33.026127)
14273,1534716883,1533421312,1708525180,0,-60,525.42,231,190,"Bellingham, WA",c(-122.44002, 48.757256)
14335,1565547867,1533489120,1708525202,0,-78,114.45,370,1242,"Santa Rosa-Petaluma, CA",c(-122.50873, 38.43662)
14337,1570561308,1533489136,1708525109,0,-56,1143.32,257,229,"Chico, CA",c(-121.822365, 39.751595)
14339,1628133423,1533489166,1708525169,0,-53,671.63,228,743,"San Francisco-Oakland-Fremont, CA",c(-122.27498, 37.90879)
14347,1568243693,1533489255,1708525162,0,-73,522,203,173,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.63743, 45.43199)
14361,1598382137,1533489609,1708525106,0,-80,598.42,443,448,"San Francisco-Oakland-Fremont, CA",c(-122.09053, 37.864353)
